"","Position","year","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","artist_name","track_name"
"2693",25,"1987",FALSE,0.82,0.697,9,-10.61,0,0.0627,0.612,0,0.0791,0.863,106.549,242133,4,"Duran Duran","Notorious - 45 Mix;2010 Remastered Version"
"2694",26,"1987",FALSE,0.616,0.791,8,-11.212,1,0.0383,0.127,0.00932,0.138,0.9,124.852,236533,4,"Debbie Gibson","Only In My Dreams"
"2695",27,"1987",FALSE,0.7,0.781,6,-8.255,0,0.0507,0.0874,0.00342,0.059,0.377,108.695,289067,4,"Bill Medley","(I've Had) The Time of My Life"
"2696",28,"1987",FALSE,0.656,0.347,9,-13.398,1,0.028,0.488,0.00221,0.0645,0.37,118.288,225973,4,"Peter Cetera","The Next Time I Fall (with Amy Grant)"
"2697",29,"1987",FALSE,0.748,0.629,0,-8.42,1,0.066,0.0168,0,0.0991,0.915,182.448,294947,4,"Club Nouveau","Lean On Me"
"2698",30,"1987",FALSE,0.619,0.876,7,-9.214,0,0.0417,0.0434,1.53e-05,0.0925,0.892,114.008,253067,4,"Madonna","Open Your Heart"
"2699",31,"1987",FALSE,0.812,0.779,0,-9.854,1,0.0535,0.0193,0.00318,0.0913,0.961,119.986,289587,4,"Lisa Lisa & Cult Jam","Lost In Emotion (Can't Find Myself)"
"2700",32,"1987",FALSE,0.632,0.727,11,-11.209,0,0.0438,0.0119,7.64e-05,0.0678,0.502,124.919,278627,4,"Cutting Crew","(I Just) Died in Your Arms"
"2701",33,"1987",FALSE,0.44,0.74,5,-6.915,1,0.0422,0.26,0,0.0857,0.621,179.556,218124,4,"T'Pau","Heart And Soul - Single Version"
"2702",34,"1987",FALSE,0.695,0.844,7,-6.856,0,0.0332,0.0928,1e-04,0.13,0.63,123.378,254733,4,"Kim Wilde","You Keep Me Hangin' On"
"2703",35,"1987",FALSE,0.573,0.875,2,-6.508,1,0.0467,0.00261,0.000181,0.0867,0.883,114.788,207093,4,"The Georgia Satellites","Keep Your Hands To Yourself"
"2704",36,"1987",FALSE,0.702,0.831,9,-6.406,1,0.0508,0.234,0,0.416,0.681,107.942,240520,4,"George Michael","I Knew You Were Waiting (For Me)"
"2705",37,"1987",FALSE,0.777,0.909,11,-5.811,1,0.0504,0.071,0.172,0.0677,0.681,120.321,354067,4,"Janet Jackson","Control"
"2706",38,"1987",FALSE,0.841,0.591,9,-9.905,1,0.0608,0.153,4.91e-05,0.0496,0.766,122.35,227867,4,"Prince","U Got the Look"
"2707",39,"1987",FALSE,0.32,0.222,0,-16.265,1,0.0362,0.832,0.000192,0.0972,0.118,79.907,238173,4,"Linda Ronstadt","Somewhere Out There"
"2708",40,"1987",FALSE,0.63,0.909,1,-7.142,1,0.0388,0.0431,8.17e-05,0.23,0.812,115.189,286840,4,"Genesis","Land Of Confusion - 2007 Remastered Version"
"2709",41,"1987",FALSE,0.661,0.846,10,-5.175,1,0.0315,0.00475,0,0.117,0.626,118.036,209453,4,"Huey Lewis & The News","Jacob's Ladder - 2006 Digital Remaster"
"2710",42,"1987",FALSE,0.612,0.857,9,-6.464,0,0.0383,0.25,0.0883,0.0916,0.812,103.833,238773,4,"Madonna","Who's That Girl"
"2711",43,"1987",FALSE,0.725,0.416,5,-7.479,0,0.0244,0.158,0,0.0692,0.517,83.541,248933,4,"The Jets","You Got It All"
"2712",44,"1987",FALSE,0.665,0.678,9,-9.12,0,0.0309,0.141,0.000421,0.0676,0.698,104.858,222667,4,"Samantha Fox","Touch Me (I Want Your Body)"
"2713",45,"1987",FALSE,0.657,0.467,5,-8.925,1,0.0341,0.667,1.92e-06,0.0295,0.274,100.139,251760,4,"Michael Jackson","I Just Can't Stop Loving You - 2012 Remaster"
"2714",46,"1987",FALSE,0.771,0.749,5,-10.628,0,0.0401,0.216,0.00184,0.135,0.86,119.875,261667,4,"Madonna","Causing A Commotion - Soundtrack"
"2715",47,"1987",FALSE,0.686,0.511,8,-6.614,1,0.0252,0.48,1.18e-05,0.0889,0.242,103.578,296894,4,"Genesis","In Too Deep (45 Version)"
"2716",48,"1987",FALSE,0.711,0.448,1,-9.811,1,0.0289,0.792,0,0.0746,0.431,86.424,277120,4,"Janet Jackson","Let's Wait Awhile - Remix"
"2717",49,"1987",FALSE,0.648,0.918,9,-4.895,1,0.0374,0.00145,5.16e-05,0.0471,0.948,141.229,241400,4,"Huey Lewis & The News","Hip To Be Square - 2006 Digital Remaster"
"2718",50,"1987",FALSE,0.493,0.573,1,-7.93,1,0.0282,0.0896,0,0.0413,0.457,77.126,252600,4,"Chicago","Will You Still Love Me? - Remastered Version"
"2719",51,"1987",FALSE,0.64,0.649,2,-10.345,1,0.0264,0.216,8.3e-05,0.0551,0.873,124.825,221053,4,"Fleetwood Mac","Little Lies - Remastered"
"2720",52,"1987",FALSE,0.636,0.856,6,-4.086,1,0.031,0.135,0.000111,0.13,0.805,124.914,231800,4,"Suzanne Vega","Luka"
"2721",53,"1987",FALSE,0.693,0.942,11,-5.202,0,0.0308,0.082,5.36e-05,0.0477,0.929,123.425,205906,4,"Bananarama","I Heard A Rumour"
"2722",54,"1987",FALSE,0.672,0.86,5,-7.529,1,0.0255,0.05,2.72e-05,0.14,0.804,98.248,282133,4,"Richard Marx","Don't Mean Nothing"
"2723",55,"1987",FALSE,0.471,0.464,7,-9.25,1,0.0301,0.0583,0.865,0.12,0.119,135.488,302773,4,"Kenny G","Songbird"
"2724",56,"1987",FALSE,0.444,0.373,7,-11.225,1,0.0264,0.183,1.66e-06,0.273,0.158,136.204,270333,4,"Europe","Carrie - Single Version"
"2725",57,"1987",FALSE,0.521,0.878,9,-8.597,1,0.0542,0.286,6.8e-06,0.136,0.847,159.625,317875,4,"The System","Don't Disturb This Groove"
"2726",58,"1987",FALSE,0.725,0.612,1,-10.706,0,0.0372,0.302,1.63e-05,0.0548,0.965,99.978,242320,4,"Madonna","La Isla Bonita"
"2727",59,"1987",FALSE,0.787,0.889,8,-3.786,1,0.0397,0.00462,0.423,0.0665,0.391,114.091,247360,4,"Michael Jackson","Bad - 2012 Remaster"
"2728",60,"1987",FALSE,0.825,0.393,10,-10.875,0,0.0771,0.039,0.000908,0.0609,0.598,98.94,223507,4,"Prince","Sign 'O' The Times - Single Version"
"2729",61,"1987",FALSE,0.7,0.847,1,-6.244,1,0.0907,0.327,9.03e-06,0.0559,0.472,119.763,263333,4,"Cyndi Lauper","Change of Heart"
"2730",62,"1987",FALSE,0.596,0.732,7,-9.356,1,0.0366,0.00592,0.0214,0.0568,0.801,120.116,258333,4,"Exposé","Come Go with Me"
"2731",63,"1987",FALSE,0.561,0.319,9,-13.418,0,0.0313,0.466,0,0.0684,0.296,120.106,239667,4,"Dan Hill","Can't We Try - Single Version"
"2732",64,"1987",FALSE,0.563,0.822,5,-6.275,1,0.0485,0.18,0.00326,0.0852,0.513,184.426,233507,4,"Billy Idol","To Be A Lover - 2001 Digital Remaster"
"2733",65,"1987",FALSE,0.563,0.42,7,-12.566,1,0.0311,0.818,2.24e-05,0.122,0.462,139.373,318947,4,"Bruce Hornsby","Mandolin Rain"
"2734",66,"1987",FALSE,0.657,0.725,9,-7.84,1,0.029,0.136,0.0102,0.0465,0.74,113.172,228000,4,"Swing Out Sister","Breakout"
"2735",67,"1987",FALSE,0.632,0.232,9,-12.326,1,0.0318,0.428,4.95e-06,0.215,0.687,119.136,175493,4,"Ben E. King","Stand By Me - Single/LP Version"
"2736",68,"1987",FALSE,0.585,0.829,7,-4.289,1,0.0325,0.0508,0.00144,0.126,0.355,98.068,269467,4,"Genesis","Tonight, Tonight, Tonight (Platinum Collection Version)"
"2737",69,"1987",FALSE,0.635,0.584,2,-11.866,1,0.0281,0.362,0,0.0694,0.754,100.173,219267,4,"Glass Tiger","Someday - 2004 Digital Remaster"
"2738",70,"1987",FALSE,0.706,0.827,5,-6.616,1,0.0297,0.131,0.00607,0.367,0.894,126.336,260600,4,"ABC","When Smokey Sings"
"2739",71,"1987",FALSE,0.71,0.845,4,-3.927,0,0.0888,0.0445,1.18e-05,0.0672,0.804,92.957,262373,4,"Levert","Casanova"
"2740",72,"1987",FALSE,0.76,0.902,4,-7.935,0,0.0398,0.168,0.0425,0.072,0.833,124.978,236440,4,"Gloria Estefan","Rhythm is Gonna Get You"
"2741",73,"1987",FALSE,0.888,0.711,5,-11.477,0,0.0577,0.00808,2.48e-06,0.0432,0.961,116.342,243707,4,"The Whispers","Rock Steady - Radio Edit"
"2742",74,"1987",FALSE,0.26,0.825,7,-3.555,1,0.0427,0.0767,0.0145,0.328,0.263,148.557,308560,4,"Bon Jovi","Wanted Dead Or Alive"
"2743",75,"1987",FALSE,0.78,0.692,2,-7.031,0,0.0325,0.186,0.0175,0.094,0.576,124.678,251200,4,"Steve Winwood","The Finer Things"
"2744",76,"1987",FALSE,0.684,0.794,1,-7.477,1,0.0423,0.17,0.0103,0.28,0.893,105.197,249427,4,"Exposé","Let Me Be The One"
"2745",77,"1987",FALSE,0.685,0.784,8,-8.9,1,0.0307,0.491,0,0.0567,0.716,118.265,224667,4,"Survivor","Is This Love"
"2746",78,"1987",FALSE,0.897,0.935,4,-3.591,1,0.0507,0.0637,0.000388,0.0794,0.783,111.468,293173,4,"Herb Alpert With Janet Jackson","Diamonds"
"2747",79,"1987",FALSE,0.595,0.828,0,-10.112,1,0.0416,0.00903,0.0018,0.0698,0.803,120.203,210733,4,"Exposé","Point of No Return - 7"" Version"
"2748",80,"1987",FALSE,0.709,0.699,10,-11.905,0,0.0466,0.0291,0.295,0.0673,0.596,125.377,223733,4,"Fleetwood Mac","Big Love - Remastered"
"2749",81,"1987",FALSE,0.664,0.695,0,-11.543,1,0.0292,0.134,0.0444,0.108,0.668,113.762,236093,4,"Lou Gramm","Midnight Blue"
"2750",82,"1987",FALSE,0.573,0.886,7,-5.206,1,0.0459,0.0914,4.41e-05,0.0718,0.69,119.827,173964,4,"Crowded House","Something So Strong"
"2751",83,"1987",FALSE,0.495,0.968,4,-3.596,0,0.0387,0.163,5.82e-05,0.207,0.595,174.029,306947,4,"Bryan Adams","Heat Of The Night"
"2752",84,"1987",FALSE,0.445,0.378,1,-15.257,1,0.0381,0.627,0,0.0758,0.398,142.061,232067,4,"Glenn Medeiros","Nothing's Gonna Change My Love for You"
"2753",85,"1987",FALSE,0.7,0.82,9,-9.062,1,0.0294,0.133,0,0.0298,0.929,126.332,255227,4,"Bruce Springsteen","Brilliant Disguise"
"2754",86,"1987",FALSE,0.801,0.654,0,-6.975,1,0.0355,0.248,0,0.0868,0.868,109.138,239427,4,"Smokey Robinson","Just To See Her"
"2755",87,"1987",FALSE,0.587,0.885,2,-5.174,1,0.0355,0.213,3.64e-05,0.146,0.627,116.369,244971,4,"Heart","Who Will You Run To - 2000 Digital Remaster"
"2756",88,"1987",FALSE,0.726,0.71,7,-7.048,0,0.0338,0.0745,2.77e-05,0.321,0.535,118.858,231560,4,"Bruce Willis","Respect Yourself"
"2757",89,"1987",FALSE,0.778,0.823,9,-8.232,0,0.0404,0.142,1.85e-05,0.0232,0.926,118.023,247400,4,"The Jets","Cross My Broken Heart"
"2758",90,"1987",FALSE,0.802,0.814,3,-9.417,0,0.0432,0.0393,0.0016,0.0889,0.968,123.048,243107,4,"Kool & The Gang","Victory"
"2759",91,"1987",FALSE,0.459,0.932,0,-6.48,1,0.0417,0.152,0.00211,0.0953,0.846,203.684,228200,4,"Pretenders","Don't Get Me Wrong - 2009 Remastered Version"
"2760",92,"1987",FALSE,0.638,0.785,0,-6.143,1,0.0297,0.206,0,0.105,0.745,137.444,219507,3,"Huey Lewis & The News","Doing It All For My Baby - 2006 Digital Remaster"
"2761",93,"1987",FALSE,0.781,0.816,1,-10.044,0,0.0336,0.061,5.21e-05,0.0255,0.934,116.984,256947,4,"Breakfast Club","Right On Track"
"2762",94,"1987",FALSE,0.634,0.282,0,-13.27,1,0.0267,0.797,0,0.0692,0.286,100.636,217867,4,"Lionel Richie","Ballerina Girl"
"2763",95,"1987",FALSE,0.615,0.589,4,-6.802,1,0.0254,0.122,0,0.214,0.316,117.348,220600,4,"Kenny Loggins","Meet Me Half Way"
"2764",96,"1987",FALSE,0.52,0.568,2,-13.02,1,0.0264,0.0669,0.0109,0.695,0.855,145.86,242800,4,"Cutting Crew","I've Been In Love Before - Single Version"
"2765",97,"1987",FALSE,0.654,0.823,8,-6.263,1,0.0397,0.114,0.00603,0.0988,0.68,133.606,207467,5,"Beastie Boys","Fight For Your Right"
"2766",98,"1987",FALSE,0.645,0.775,9,-5.077,1,0.0327,0.0534,9.84e-05,0.336,0.842,128.015,291213,4,"Pseudo Echo","Funky Town"
"2767",99,"1987",FALSE,0.696,0.481,4,-6.898,0,0.0433,0.136,0.00166,0.0709,0.255,129.423,391210,4,"Ready For The World","Love You Down"
"2768",1,"1988",FALSE,0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.617,95.846,193200,4,"George Michael","Faith - Remastered"
"2769",2,"1988",FALSE,0.801,0.723,10,-4.985,0,0.0689,0.0713,0.154,0.0675,0.886,109.03,180518,4,"INXS","Need You Tonight"
"2770",3,"1988",FALSE,0.726,0.587,4,-11.081,1,0.0387,0.15,0,0.26,0.968,148.985,229134,4,"The Karaoke Channel","Got My Mind Set On You [In the Style of George Harrison] {Karaoke Lead Vocal Version}"
"2771",4,"1988",FALSE,0.695,0.976,8,-6.982,1,0.0428,0.0262,2.41e-05,0.182,0.932,113.357,212400,4,"Rick Astley","Never Gonna Give You Up"
"2772",5,"1988",FALSE,0.45,0.941,6,-4.725,1,0.0489,0.138,0.123,0.108,0.651,125.138,355267,4,"Guns N' Roses","Sweet Child O' Mine"
"2773",6,"1988",FALSE,0.698,0.792,11,-10.011,0,0.0496,0.268,5.17e-05,0.199,0.791,119.082,276667,4,"Whitney Houston","So Emotional"
"2774",7,"1988",FALSE,0.637,0.777,4,-10.693,1,0.0335,0.0321,2.33e-06,0.0863,0.765,122.886,245960,4,"Belinda Carlisle","Heaven Is A Place On Earth"
"2775",8,"1988",FALSE,0.361,0.35,11,-8.081,1,0.0301,0.401,0.0117,0.205,0.224,95.83,217560,3,"Tiffany","Could’ve Been"
"2776",9,"1988",FALSE,0.543,0.384,8,-15.018,1,0.0307,0.242,1.16e-06,0.266,0.404,128.768,259507,4,"Breathe","Hands To Heaven"
"2777",10,"1988",FALSE,0.759,0.645,0,-13.352,1,0.0276,0.07,0.0403,0.0986,0.948,117.254,320733,4,"Steve Winwood","Roll With It"
"2778",11,"1988",FALSE,0.233,0.313,5,-11.371,1,0.0334,0.606,2.71e-05,0.111,0.115,70.626,353360,4,"George Michael","One More Try"
"2779",12,"1988",FALSE,0.842,0.599,10,-7.741,0,0.0527,0.0404,6.31e-06,0.0861,0.699,104.957,209733,4,"Terence Trent D'Arby","Wishing Well"
"2780",13,"1988",FALSE,0.55,0.534,6,-10.326,1,0.0397,0.523,1.42e-06,0.0585,0.186,143.73,241627,4,"Gloria Estefan","Anything for You"
"2781",14,"1988",FALSE,0.632,0.67,4,-8.877,1,0.027,0.548,2.38e-06,0.0521,0.339,97.098,338560,4,"Cheap Trick","The Flame"
"2782",15,"1988",FALSE,0.661,0.911,4,-6.571,1,0.0417,0.0557,5.68e-06,0.349,0.92,117.147,333507,4,"Billy Ocean","Get Outta My Dreams, Get into My Car"
"2783",16,"1988",FALSE,0.571,0.494,9,-13.169,0,0.0286,0.252,0.000785,0.318,0.603,174.184,292533,4,"Exposé","Seasons Change"
"2784",17,"1988",FALSE,0.339,0.632,0,-11.465,1,0.0321,0.0779,0,0.128,0.668,180.29,285067,4,"Whitesnake","Is This Love"
"2785",18,"1988",FALSE,0.724,0.907,11,-4.78,0,0.0632,0.0187,4.97e-06,0.0824,0.962,139.016,244827,4,"The Escape Club","Wild Wild West"
"2786",19,"1988",FALSE,0.414,0.953,10,-5.462,0,0.243,0.00156,0,0.99,0.466,175.942,272173,4,"Def Leppard","Pour Some Sugar on Me"
"2787",20,"1988",FALSE,0.617,0.405,7,-10.975,0,0.0227,0.321,4.97e-06,0.102,0.441,85.302,270600,4,"Taylor Dayne","I'll Always Love You"
"2788",21,"1988",FALSE,0.803,0.813,8,-4.889,1,0.0362,0.443,9.88e-06,0.111,0.279,100.339,319493,4,"Michael Jackson","Man in the Mirror - Remastered Version"
"2789",22,"1988",FALSE,0.783,0.747,11,-10.681,0,0.0478,0.405,0,0.0568,0.821,120.551,222933,4,"Debbie Gibson","Shake Your Love"
"2790",23,"1988",FALSE,0.69,0.841,9,-13.357,1,0.0384,0.163,2.78e-06,0.0441,0.707,142.782,255093,4,"Robert Palmer","Simply Irresistible"
"2791",24,"1988",FALSE,0.353,0.207,0,-14.718,0,0.0306,0.656,0,0.0874,0.184,144.539,316040,4,"Richard Marx","Hold On To The Nights"
"2792",25,"1988",FALSE,0.701,0.479,5,-13.061,1,0.026,0.0194,0,0.103,0.671,110.514,248427,4,"Eric Carmen","Hungry Eyes"
"2793",26,"1988",FALSE,0.649,0.712,3,-9.878,1,0.0342,0.0313,1.18e-05,0.291,0.776,121.041,209960,4,"Johnny Hates Jazz","Shattered Dreams"
"2794",27,"1988",FALSE,0.48,0.388,3,-10.702,1,0.0271,0.228,2.57e-05,0.0819,0.25,102.046,340360,4,"George Michael","Father Figure"
"2795",28,"1988",FALSE,0.818,0.612,1,-14.401,1,0.0999,0.0464,0.0136,0.0716,0.904,112.819,311293,4,"Samantha Fox","Naughty Girls (Need Love Too)"
"2796",29,"1988",FALSE,0.46,0.182,2,-14.711,1,0.0303,0.283,2.57e-05,0.101,0.189,144.066,209333,4,"Phil Collins","A Groovy Kind Of Love"
"2797",30,"1988",FALSE,0.346,0.828,10,-6.512,0,0.0388,0.00263,2.97e-05,0.893,0.251,131.297,368120,4,"Def Leppard","Love Bites"
"2798",31,"1988",FALSE,0.582,0.467,10,-12.597,1,0.0391,0.12,0,0.298,0.883,165.21,270693,4,"Richard Marx","Endless Summer Nights"
"2799",32,"1988",FALSE,0.541,0.545,10,-7.339,0,0.0256,0.276,1.62e-06,0.132,0.333,78.317,262800,4,"Debbie Gibson","Foolish Beat"
"2800",33,"1988",FALSE,0.573,0.502,2,-7.283,1,0.0268,0.58,0,0.0784,0.274,123.797,275267,4,"Whitney Houston","Where Do Broken Hearts Go"
"2801",34,"1988",FALSE,0.406,0.789,3,-4.71,1,0.0321,0.276,0,0.087,0.438,85.645,306933,4,"Aerosmith","Angel"
"2802",35,"1988",FALSE,0.48,0.866,5,-7.142,0,0.0446,0.00887,0,0.097,0.42,150.43,167160,4,"The Bangles","Hazy Shade of Winter"
"2803",36,"1988",FALSE,0.539,0.865,1,-4.655,1,0.179,0.0623,0.000248,0.175,0.539,171.741,298240,3,"Michael Jackson","The Way You Make Me Feel - Remastered Version"
"2804",37,"1988",FALSE,0.644,0.165,11,-22.591,1,0.162,0.884,0.000197,0.0603,0.786,67.865,291560,4,"Bobby McFerrin","Don't Worry Be Happy"
"2805",38,"1988",FALSE,0.724,0.619,4,-9.074,1,0.0242,0.0728,0,0.205,0.746,109.029,285947,4,"Eric Carmen","Make Me Lose Control"
"2806",39,"1988",FALSE,0.863,0.408,1,-10.558,1,0.0505,0.00334,9.56e-06,0.224,0.824,89.127,182547,4,"UB40","Red Red Wine - 2009 - Remaster"
"2807",40,"1988",FALSE,0.586,0.331,4,-14.677,0,0.0295,0.256,1.67e-05,0.18,0.232,124.915,232907,4,"Patrick Swayze","She's Like the Wind"
"2808",41,"1988",FALSE,0.558,0.963,9,-4.554,1,0.0331,0.0422,0,0.128,0.84,118.659,316773,4,"Bon Jovi","Bad Medicine"
"2809",42,"1988",FALSE,0.683,0.637,0,-10.256,1,0.032,0.0103,0,0.245,0.94,115.577,217093,4,"The Beach Boys","Kokomo"
"2810",43,"1988",FALSE,0.655,0.903,9,-7.453,0,0.0337,0.157,0.000714,0.0342,0.944,134.916,273373,4,"Elton John","I Don't Wanna Go On With You Like That"
"2811",44,"1988",FALSE,0.699,0.935,7,-7.365,1,0.0466,0.00695,3.61e-05,0.138,0.938,115.122,198067,4,"Rick Astley","Together Forever"
"2812",45,"1988",FALSE,0.683,0.879,1,-9.487,0,0.0459,0.0955,0.0828,0.448,0.697,97.062,306120,4,"George Michael","Monkey - Remastered"
"2813",46,"1988",FALSE,0.501,0.784,0,-5.254,1,0.0699,0.0028,0.536,0.12,0.619,75.5,314608,4,"INXS","Devil Inside"
"2814",47,"1988",FALSE,0.548,0.704,8,-13.061,1,0.0402,0.0751,0.00051,0.0463,0.678,169.119,250240,4,"Richard Marx","Should've Known Better"
"2815",48,"1988",FALSE,0.425,0.641,0,-6.672,1,0.0384,0.177,3.94e-05,0.065,0.181,145.745,235787,4,"Chicago","I Don't Wanna Live Without Your Love - Remastered Version"
"2816",49,"1988",FALSE,0.722,0.974,3,-3.916,1,0.0344,0.283,0.0081,0.292,0.922,129.029,193560,4,"Kylie Minogue","The Loco-motion - 7"" Mix"
"2817",50,"1988",FALSE,0.711,0.875,5,-5.24,1,0.0336,0.129,0.00126,0.159,0.917,118.022,260413,4,"Pet Shop Boys","What Have I Done To Deserve This? (With Dusty Springfield) - 2001 Remastered Version"
"2818",51,"1988",FALSE,0.662,0.319,9,-12.333,1,0.035,0.171,2.43e-06,0.104,0.599,80.02,259720,4,"The Jets","Make It Real"
"2819",52,"1988",FALSE,0.737,0.689,7,-9.499,1,0.0489,0.0304,0.000319,0.287,0.816,118.298,260400,4,"Information Society","What’s On Your Mind (Pure Energy)"
"2820",53,"1988",FALSE,0.677,0.985,1,-4.678,1,0.0549,0.07,3.62e-05,0.351,0.865,118.092,220227,4,"Taylor Dayne","Tell It to My Heart"
"2821",54,"1988",FALSE,0.655,0.649,10,-10.018,1,0.0295,0.0188,3.13e-06,0.186,0.76,125.592,233333,4,"Debbie Gibson","Out Of The Blue"
"2822",55,"1988",FALSE,0.88,0.588,9,-12.532,0,0.0395,0.0668,9.16e-06,0.0515,0.853,111.985,253600,4,"Jody Watley","Don't You Want Me"
"2823",56,"1988",FALSE,0.477,0.901,8,-4.449,1,0.0553,0.000266,0.0337,0.0864,0.655,108.529,178840,4,"U2","Desire"
"2824",57,"1988",FALSE,0.579,0.724,10,-10.574,1,0.0285,0.354,1.73e-06,0.1,0.374,103.384,293107,4,"Belinda Carlisle","I Get Weak"
"2825",58,"1988",FALSE,0.893,0.541,4,-6.026,1,0.043,0.218,4.39e-06,0.0964,0.849,109.144,270133,4,"Terence Trent D'Arby","Sign Your Name"
"2826",59,"1988",FALSE,0.636,0.749,7,-6.929,1,0.034,0.0246,0,0.271,0.309,82.914,300880,4,"L.a.d.","I Want To Be Your Man"
"2827",60,"1988",FALSE,0.94,0.788,7,-8.307,0,0.255,0.645,0,0.333,0.882,119.374,245533,4,"Pebbles","Girlfriend"
"2828",61,"1988",FALSE,0.745,0.799,3,-4.562,1,0.0465,0.236,0.000733,0.421,0.333,131.398,280600,4,"Michael Jackson","Dirty Diana"
"2829",62,"1988",FALSE,0.71,0.788,7,-9.783,1,0.0376,0.218,5.87e-05,0.357,0.837,125.008,208267,4,"Gloria Estefan","1-2-3"
"2830",63,"1988",FALSE,0.799,0.335,8,-14.812,1,0.0768,0.0549,0.0159,0.31,0.968,114.779,295893,4,"Pebbles","Mercedes Boy"
"2831",64,"1988",FALSE,0.775,0.594,0,-12.616,1,0.0297,0.15,0,0.129,0.921,110.758,251000,4,"Huey Lewis & The News","Perfect World"
"2832",65,"1988",FALSE,0.68,0.967,4,-2.771,1,0.0664,0.0661,1.75e-06,0.0808,0.895,115.748,219813,4,"INXS","New Sensation"
"2833",66,"1988",FALSE,0.745,0.853,9,-7.257,1,0.038,0.00325,0.164,0.0688,0.864,118.61,294373,4,"Pretty Poison","Catch Me I'm Falling"
"2834",67,"1988",FALSE,0.606,0.879,5,-11.421,0,0.0391,0.114,1.79e-05,0.381,0.79,97.955,310293,4,"New Edition","If It Isn't Love"
"2835",68,"1988",FALSE,0.902,0.653,2,-7.261,0,0.0443,0.0343,0.00269,0.0846,0.966,119.776,258093,4,"The Jets","Rocket 2 U"
"2836",69,"1988",FALSE,0.761,0.48,7,-14.141,1,0.0298,0.537,0.000151,0.0535,0.68,124.163,277973,4,"Peter Cetera","One Good Woman"
"2837",70,"1988",FALSE,0.536,0.798,2,-6.919,1,0.0449,0.0196,2.4e-05,0.365,0.819,167.753,187933,4,"Cheap Trick","Don't Be Cruel"
"2838",71,"1988",FALSE,0.597,0.521,4,-8.939,1,0.0282,0.241,6.23e-06,0.134,0.589,123.928,229667,4,"Elton John","Candle In The Wind"
"2839",72,"1988",FALSE,0.706,0.861,10,-5.774,1,0.0411,0.157,1.29e-06,0.256,0.891,99.992,300467,4,"Daryl Hall & John Oates","Everything Your Heart Desires"
"2840",73,"1988",FALSE,0.72,0.72,3,-7.383,0,0.0264,0.195,0,0.0448,0.64,126.041,255653,4,"Foreigner","Say You Will"
"2841",74,"1988",FALSE,0.699,0.925,6,-3.787,0,0.0705,0.111,0,0.948,0.668,107.605,331720,4,"Keith Sweat","I Want Her"
"2842",75,"1988",FALSE,0.901,0.576,5,-10.314,0,0.0566,0.41,9.72e-05,0.0447,0.961,124.995,268667,4,"Natalie Cole","Pink Cadillac"
"2843",76,"1988",FALSE,0.711,0.292,4,-15.523,0,0.037,0.313,0,0.131,0.192,103.951,296800,4,"Tracy Chapman","Fast Car"
"2844",77,"1988",FALSE,0.743,0.471,10,-10.762,1,0.0282,0.00653,0.5,0.122,0.194,109.699,260277,4,"Ameritz Digital Karaoke","Electric Blue (Karaoke Version)"
"2845",78,"1988",FALSE,0.619,0.55,2,-9.682,1,0.0291,0.411,0.00637,0.0835,0.523,126.163,282293,4,"Bruce Hornsby","The Valley Road"
"2846",79,"1988",FALSE,0.781,0.731,6,-12.277,1,0.0565,0.000127,3.06e-05,0.235,0.722,102.398,408307,4,"Bobby Brown","Don't Be Cruel"
"2847",80,"1988",FALSE,0.533,0.889,7,-4.566,1,0.0362,0.00366,0.0593,0.338,0.581,124.768,237653,4,"Pet Shop Boys","Always On My Mind - 2003 Remastered Version"
"2848",81,"1988",FALSE,0.737,0.317,0,-16.973,0,0.0252,0.428,0.000114,0.0924,0.441,99.735,320800,4,"Brenda Russell","Piano In The Dark"
"2849",82,"1988",FALSE,0.555,0.817,2,-6.264,1,0.0261,0.0973,1.98e-05,0.105,0.397,99.34,338933,4,"Van Halen","When It's Love"
"2850",83,"1988",FALSE,0.644,0.657,11,-11.167,0,0.0307,0.0609,7.55e-05,0.0498,0.944,109.785,295427,4,"Paul Carrack","Don't Shed A Tear"
"2851",84,"1988",FALSE,0.846,0.689,0,-9.812,1,0.0444,0.127,0,0.0644,0.939,116.439,231000,4,"Sting","We'll Be Together"
"2852",85,"1988",FALSE,0.611,0.883,9,-11.225,1,0.0539,0.0846,1.2e-06,0.192,0.625,117.928,246800,4,"Joan Jett","I Hate Myself for Loving You"
"2853",86,"1988",FALSE,0.431,0.522,11,-8.625,1,0.0295,0.436,1.91e-05,0.109,0.24,199.786,237693,4,"Foreigner","I Don't Want To Live Without You"
"2854",87,"1988",FALSE,0.655,0.477,1,-9.616,0,0.0421,0.029,0.000221,0.0518,0.649,92.097,238013,4,"Al B. Sure!","Nite And Day"
"2855",88,"1988",FALSE,0.597,0.381,0,-17.251,1,0.0355,0.223,0.00108,0.0624,0.558,171.983,415333,4,"Steve Winwood","Don't You Know What The Night Can Do?"
"2856",89,"1988",FALSE,0.267,0.571,0,-5.994,1,0.0333,0.422,0,0.122,0.303,155.886,284640,4,"Whitney Houston","One Moment in Time"
