"","Position","year","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","artist_name","track_name"
"167",67,"1961",FALSE,0.468,0.664,1,-7.007,1,0.109,0.785,0,0.207,0.813,140.161,124653,4,"Buzz Clifford","Baby Sittin' Boogie"
"168",68,"1961",FALSE,0.417,0.698,11,-4.547,1,0.0333,0.685,1.75e-06,0.328,0.71,80.568,121547,4,"Del Shannon","Hats Off To Larry"
"169",69,"1961",FALSE,0.484,0.31,7,-10.963,1,0.027,0.842,0,0.602,0.748,97.695,202398,3,"Little Caesar & the Romans","Those Oldies but Goodies (Remind Me of You)"
"170",70,"1961",FALSE,0.395,0.934,10,-6.852,1,0.0495,0.000429,0.000353,0.21,0.84,160.662,143147,4,"Chubby Checker","The Fly"
"171",71,"1961",FALSE,0.661,0.917,4,-6.329,0,0.0375,0.568,0.00202,0.134,0.89,105.289,127093,4,"Elvis Presley","(Marie's The Name) His Latest Flame"
"172",72,"1961",FALSE,0.368,0.27,4,-8.344,1,0.0272,0.905,0.863,0.234,0.22,70.391,193107,4,"Bert Kaempfert","Wonderland By Night (Wunderland bei Nacht)"
"173",73,"1961",FALSE,0.425,0.616,1,-7.844,1,0.0456,0.469,0,0.0822,0.784,124.566,130613,4,"Tony Orlando","Bless You"
"174",74,"1961",FALSE,0.677,0.621,3,-5.663,1,0.0277,0.734,6.19e-05,0.191,0.952,118.349,138040,4,"Linda Scott","I've Told Every Little Star"
"175",75,"1961",FALSE,0.859,0.476,10,-13.71,1,0.0523,0.884,0.00378,0.11,0.972,141.489,122213,4,"Bobby Lewis","One Track Mind"
"176",76,"1961",FALSE,0.314,0.324,0,-9.127,1,0.0305,0.875,0.00216,0.0821,0.581,194.469,222302,3,"Rosie","Angel Baby"
"177",77,"1961",FALSE,0.604,0.652,1,-4.899,0,0.0482,0.314,0,0.257,0.937,106.384,163973,4,"Curtis Lee","Pretty Little Angel Eyes - Remastered"
"178",78,"1961",FALSE,0.436,0.16,3,-17.729,1,0.0302,0.854,0.000148,0.129,0.333,79.215,169160,3,"Brook Benton","Think Twice"
"179",79,"1961",FALSE,0.699,0.894,7,-7.399,1,0.253,0.719,3.5e-06,0.749,0.827,113.99,165093,4,"Lonnie Donegan","Does Your Chewing Gum Lose Its Flavour (On The Bedpost Overnight)"
"180",80,"1961",FALSE,0.327,0.238,0,-7.387,1,0.0289,0.824,0,0.0877,0.215,83.352,157520,4,"Connie Francis","Breakin' In A Brand New Broken Heart"
"181",81,"1961",FALSE,0.648,0.408,4,-12.324,1,0.0483,0.279,0,0.0973,0.902,140.785,128040,4,"The Shirelles","Mama Said"
"182",82,"1961",FALSE,0.638,0.451,10,-11.438,1,0.0501,0.555,0.0165,0.119,0.963,90.193,140107,4,"Fats Domino","Let The Four Winds Blow - 2002 Digital Remaster"
"183",83,"1961",FALSE,0.513,0.441,2,-8.874,1,0.0347,0.827,0,0.0796,0.59,62.033,150213,4,"Adam Wade","The Writing on the Wall"
"184",84,"1961",FALSE,0.616,0.185,5,-14.1,1,0.0391,0.56,0,0.157,0.431,130.849,177600,4,"Matt Monro","My Kind Of Girl"
"185",85,"1961",FALSE,0.545,0.66,4,-7.872,1,0.0304,0.657,0,0.634,0.89,125.069,128067,4,"Paul Anka","Tonight My Love, Tonight"
"186",86,"1961",FALSE,0.516,0.457,8,-12.609,1,0.184,0.596,0,0.106,0.469,173.934,182560,4,"Jimmy Dean","Big Bad John"
"187",87,"1961",FALSE,0.506,0.844,5,-6.58,1,0.0725,0.617,0,0.645,0.829,168.78,129467,4,"Bobby Rydell","Good Time Baby"
"188",88,"1961",FALSE,0.634,0.48,2,-13.191,1,0.0264,0.483,0.569,0.14,0.969,87.077,140000,4,"Floyd Cramer","San Antonio Rose"
"189",89,"1961",FALSE,0.432,0.436,9,-11.62,1,0.0459,0.249,0,0.322,0.677,143.852,148933,4,"Bobby Vee","Rubber Ball"
"190",90,"1961",FALSE,0.47,0.167,9,-18.807,1,0.0358,0.885,0,0.0999,0.408,88.499,170351,4,"Ray Peterson","Missing You"
"191",91,"1961",FALSE,0.695,0.475,1,-10.288,1,0.222,0.79,0,0.128,0.567,125.985,144573,4,"Brenda Lee","Dum Dum - Single Version"
"192",92,"1961",FALSE,0.755,0.85,2,-6.668,1,0.0369,0.832,0.00212,0.0524,0.984,126.211,125120,4,"Eddie Hodges","I'm Gonna Knock On Your Door"
"193",93,"1961",FALSE,0.546,0.0759,11,-17.775,1,0.0284,0.894,0.000296,0.114,0.277,91.944,211880,3,"Brenda Lee","You Can Depend On Me - Single Version"
"194",94,"1961",FALSE,0.64,0.634,3,-9.202,1,0.0376,0.017,4.4e-06,0.0449,0.977,162.127,143613,4,"Chubby Checker","Let's Twist Again"
"195",95,"1961",FALSE,0.457,0.219,8,-15.325,0,0.0385,0.545,0.00098,0.0681,0.617,168.55,323067,5,"Dave Brubeck","Take Five"
"196",96,"1961",FALSE,0.355,0.0922,7,-17.747,1,0.0515,0.918,0.000702,0.106,0.195,65.952,187027,3,"Elvis Presley","Are You Lonesome Tonight"
"197",97,"1961",FALSE,0.645,0.508,7,-13.296,1,0.0276,0.342,0,0.179,0.68,99.112,150307,4,"Don Gibson","Sea of Heartbreak - Bonus Track"
"198",98,"1961",FALSE,0.539,0.284,2,-14.042,1,0.227,0.802,0,0.967,0.445,108.252,386467,4,"The Four Preps","More Money For You And Me (Medley)"
"199",99,"1961",FALSE,0.714,0.544,7,-15.721,1,0.036,0.753,7.64e-05,0.0551,0.972,134.523,131720,4,"Bobby Darin","You Must Have Been a Beautiful Baby"
"200",100,"1961",FALSE,0.722,0.469,10,-7.789,1,0.0272,0.295,0,0.202,0.699,113.026,135480,4,"The Drifters","Please Stay"
"201",1,"1962",FALSE,0.247,0.0972,10,-17.207,1,0.0407,0.875,0.907,0.11,0.167,90.559,169120,4,"Acker Bilk","Stranger On The Shore - Re-Recording"
"202",2,"1962",FALSE,0.327,0.326,5,-10.454,1,0.0316,0.6,0,0.333,0.352,79.94,253387,4,"Ray Charles","I Can't Stop Loving You"
"203",3,"1962",FALSE,0.636,0.549,2,-6.997,1,0.0296,0.0487,1.41e-05,0.0547,0.842,125.061,151093,4,"Dee Dee Sharp","Mashed Potato Time"
"204",4,"1962",FALSE,0.515,0.218,5,-10.071,1,0.0287,0.828,0,0.302,0.53,102.997,158933,4,"Bobby Vinton","Roses Are Red (My Love) - Single Version"
"205",5,"1962",FALSE,0.484,0.448,0,-10.144,1,0.0276,0.622,0.692,0.156,0.545,94.167,120733,4,"David Rose","The Stripper"
"206",6,"1962",FALSE,0.411,0.272,0,-14.386,1,0.0331,0.881,0,0.287,0.705,107.366,137467,4,"Shelley Fabares","Johnny Angel"
"207",7,"1962",FALSE,0.637,0.892,3,-6.195,1,0.0456,0.638,0.00134,0.104,0.897,129.661,149067,4,"Little Eva","The Loco-Motion"
"208",8,"1962",FALSE,0.659,0.876,10,-7.292,1,0.0612,0.219,0.000481,0.189,0.949,130.817,189611,4,"The Sensations","Let Me In"
"209",9,"1962",FALSE,0.634,0.744,3,-5.062,1,0.041,0.0698,0,0.0465,0.968,162.4,142840,4,"Chubby Checker","Lets Twist Again"
"210",10,"1962",FALSE,0.566,0.301,10,-13.409,1,0.0284,0.394,4.83e-06,0.133,0.616,96.431,161373,4,"The Shirelles","Soldier Boy"
"211",11,"1962",FALSE,0.596,0.449,9,-13.432,1,0.0417,0.809,0,0.265,0.711,131.419,148173,4,"Bruce Channel","Hey Baby"
"212",12,"1962",FALSE,0.543,0.721,2,-4.29,1,0.068,0.32,0,0.146,0.765,116.439,163265,4,"Dion","The Wanderer"
"213",13,"1962",FALSE,0.669,0.31,2,-9.144,0,0.0247,0.581,0,0.0947,0.844,99.319,152067,4,"Gene Chandler","Duke Of Earl"
"214",14,"1962",FALSE,0.337,0.806,1,-6.972,1,0.053,0.365,0,0.134,0.868,82.622,112760,4,"Freddy Cannon","Palisades Park"
"215",15,"1962",FALSE,0.742,0.674,8,-7.648,0,0.0354,0.788,0,0.0698,0.964,116.53,136267,4,"Neil Sedaka","Breaking Up Is Hard to Do"
"216",16,"1962",FALSE,0.626,0.348,9,-13.559,1,0.068,0.864,0,0.232,0.826,156.772,178133,4,"Claude King","Wolverton Mountain"
"217",17,"1962",FALSE,0.834,0.629,8,-9.073,1,0.0355,0.112,5.02e-05,0.0308,0.963,120.609,162427,4,"Chubby Checker","Slow Twistin'"
"218",18,"1962",FALSE,0.398,0.23,9,-13.718,1,0.03,0.9,0,0.233,0.593,101.205,168413,4,"Johnny Tillotson","It Keeps Right On A-Hurtin' - Re-Recording"
"219",19,"1962",FALSE,0.81,0.495,4,-10.65,0,0.0371,0.76,0,0.342,0.96,116.392,151307,4,"Mary Wells","The One Who Really Loves You"
"220",20,"1962",FALSE,0.619,0.463,2,-13.55,1,0.0341,0.628,2.12e-05,0.466,0.925,121.636,146173,4,"Elvis Presley","Good Luck Charm"
"221",21,"1962",FALSE,0.53,0.402,5,-14.117,0,0.0338,0.681,0.964,0.283,0.911,166.266,180013,4,"Kenny Ball","Midnight In Moscow"
"222",22,"1962",FALSE,0.621,0.592,10,-8.997,1,0.0426,0.475,0.012,0.193,0.924,129.75,131920,4,"Tommy Roe","Sheila (Re-Recorded)"
"223",23,"1962",FALSE,0.581,0.696,9,-8.75,1,0.108,0.673,0,0.322,0.912,160.891,159893,4,"Sam Cooke","Twistin' the Night Away"
"224",24,"1962",FALSE,0.756,0.806,4,-4.324,0,0.0579,0.289,0.0402,0.224,0.801,133.1,153504,4,"The Orlons","The Wah Watusi"
"225",25,"1962",FALSE,0.654,0.874,5,-5.896,1,0.138,0.442,0,0.174,0.853,101.04,117947,4,"Joey Dee & The Starliters","Peppermint Twist (Re-Recorded)"
"226",26,"1962",FALSE,0.521,0.341,3,-5.608,1,0.0262,0.759,0,0.167,0.434,93.071,154778,3,"Brenda Lee","Break It to Me Gently"
"227",27,"1962",FALSE,0.821,0.441,0,-13.517,1,0.0706,0.707,0,0.14,0.886,123.652,165093,4,"The Marvelettes","Playboy"
"228",28,"1962",FALSE,0.431,0.379,9,-8.615,1,0.0267,0.794,0,0.303,0.332,97.061,167853,4,"Nat King Cole","Ramblin' Rose - 1987 Digital Remaster"
"229",29,"1962",FALSE,0.477,0.347,5,-9.942,0,0.0275,0.833,0,0.108,0.614,90.639,162351,4,"Brian Hyland","Sealed With a Kiss"
"230",30,"1962",FALSE,0.457,0.237,10,-15.505,0,0.0286,0.551,0,0.291,0.421,99.931,174227,4,"Jay & The Americans","She Cried"
"231",31,"1962",FALSE,0.391,0.413,8,-6.496,1,0.0313,0.82,0,0.2,0.213,73.319,182133,4,"Connie Francis","Don't Break The Heart That Loves You"
"232",32,"1962",FALSE,0.434,0.356,6,-9.603,0,0.0318,0.876,0,0.281,0.23,74.563,182779,4,"Connie Francis","Don't Break The Heart That Loves You"
"233",33,"1962",FALSE,0.44,0.957,0,-2.574,1,0.194,0.114,0,0.3,0.906,138.32,150493,4,"Gary U.S. Bonds","Dear Lady Twist"
"234",34,"1962",FALSE,0.713,0.555,9,-8.104,1,0.0312,0.804,1.28e-06,0.0998,0.964,127.22,141027,4,"Sue Thompson","Norman"
"235",35,"1962",FALSE,0.569,0.216,6,-19.483,1,0.0338,0.755,0.44,0.212,0.284,129.374,156467,3,"Ketty Lester","Love Letters"
"236",36,"1962",FALSE,0.645,0.6,0,-7.948,1,0.238,0.0661,0,0.101,0.706,135.593,143133,4,"Claudine Clark","Party Lights"
"237",37,"1962",FALSE,0.724,0.276,9,-13.226,1,0.0411,0.842,0,0.0944,0.577,135.402,133608,4,"The Highway Men","Cotton Fields"
"238",38,"1962",FALSE,0.835,0.251,0,-12.553,1,0.0401,0.846,0.776,0.0831,0.568,109.908,152933,4,"Bent Fabric","Alley Cat"
"239",39,"1962",FALSE,0.696,0.626,5,-11.908,1,0.0338,0.269,1.28e-06,0.122,0.961,124.272,150187,4,"The Isley Brothers","Twist And Shout"
"240",40,"1962",FALSE,0.275,0.19,9,-12.562,1,0.0339,0.865,0,0.151,0.184,116.756,161293,1,"Richard Chamberlain","Theme From Dr. Kildare"
"241",41,"1962",FALSE,0.757,0.298,3,-12.074,1,0.033,0.769,0.783,0.0734,0.652,111,155000,3,"Ace Cannon","Tuff - Re-Recording"
"242",42,"1962",FALSE,0.682,0.691,5,-11.132,0,0.0576,0.692,0.000242,0.153,0.893,86.538,120000,4,"Clyde McPhatter","Lover Please"
"243",43,"1962",FALSE,0.854,0.444,5,-9.494,1,0.0476,0.235,0.00499,0.0777,0.836,123.821,146680,4,"Barbara George","I Know"
"244",44,"1962",FALSE,0.544,0.49,0,-12.045,1,0.0296,0.586,9.78e-05,0.132,0.611,117.174,149093,4,"Ricky Nelson","Young World"
"245",45,"1962",FALSE,0.676,0.438,7,-9.638,0,0.028,0.199,7.93e-05,0.361,0.689,113.733,154331,4,"The Shirelles","Baby It's You"
"246",46,"1962",FALSE,0.652,0.445,9,-16.7,1,0.0396,0.276,0.000287,0.0894,0.89,148.169,152840,4,"Pat Boone","Speedy Gonzales"
"247",47,"1962",FALSE,0.525,0.0853,0,-21.27,1,0.0474,0.986,0.0946,0.107,0.79,144.161,125759,4,"Burl Ives","A Little Bitty Tear"
"248",48,"1962",FALSE,0.61,0.378,2,-9.381,1,0.0279,0.622,0,0.144,0.488,97.166,120307,4,"The Everly Brothers","Crying In The Rain"
"249",49,"1962",FALSE,0.252,0.459,11,-8.749,1,0.0334,0.792,0,0.157,0.388,184.156,127933,4,"Emilio Pericoli","Al Di La'"
"250",50,"1962",FALSE,0.654,0.721,8,-8.476,1,0.139,0.273,0,0.344,0.967,94.851,130093,4,"Ernie Maresca","Shout Shout (Knock Yourself Out)"
"251",51,"1962",FALSE,0.338,0.383,5,-7.939,1,0.0285,0.842,0,0.0888,0.777,95.425,135427,3,"Don & Juan","What's Your Name"
"252",52,"1962",FALSE,0.618,0.668,3,-7.499,1,0.0486,0.425,0,0.335,0.684,124.017,181972,4,"Corsairs","Smoky Places"
"253",53,"1962",FALSE,0.488,0.63,7,-7.728,0,0.0472,0.498,0,0.32,0.679,124.284,155227,4,"Sam Cooke","Having A Party"
"254",54,"1962",FALSE,0.816,0.514,10,-8.741,1,0.0339,0.767,0.949,0.0899,0.899,136.837,176333,4,"Booker T. & the M.G.'s","Green Onions"
"255",55,"1962",FALSE,0.32,0.438,8,-9.119,1,0.0467,0.74,0,0.139,0.238,186.804,235464,3,"Ray Charles","You Don't Know Me (with Diana Krall)"
"256",56,"1962",FALSE,0.214,0.468,3,-6.327,1,0.0322,0.86,0,0.1,0.372,62.583,196920,3,"Ray Charles","You Don't Know Me"
"257",57,"1962",FALSE,0.703,0.478,7,-8.062,1,0.0441,0.626,0,0.113,0.698,117.562,152160,4,"Frankie Valli & The Four Seasons","Sherry"
"258",58,"1962",FALSE,0.628,0.27,1,-14.47,1,0.0359,0.78,0,0.325,0.545,126.676,156560,4,"Joanie Sommers","Johnny Get Angry"
"259",59,"1962",FALSE,0.387,0.313,2,-13.493,1,0.0276,0.938,0.000142,0.102,0.326,100.168,182467,3,"Elvis Presley","Can't Help Falling in Love"
"260",60,"1962",FALSE,0.487,0.764,0,-12.024,1,0.0356,0.000207,2.24e-06,0.333,0.965,172.712,140760,4,"Joey Dee & The Starliters","Shout"
"261",61,"1962",FALSE,0.755,0.644,6,-6.442,0,0.0448,0.0475,0.856,0.0376,0.614,112.66,170813,4,"Dave ""Baby"" Cortez","Rinky Dink"
"262",62,"1962",FALSE,0.257,0.262,0,-15.382,1,0.0332,0.91,0.00164,0.126,0.0812,90.652,164987,3,"Henry Mancini","Moon River"
"263",63,"1962",FALSE,0.639,0.59,7,-9.55,1,0.256,0.476,2.44e-05,0.461,0.807,174.416,262333,4,"Ray Stevens","Ahab The Arab"
"264",64,"1962",FALSE,0.562,0.558,4,-3.572,1,0.0453,0.858,0,0.107,0.826,174.704,151413,4,"Bobby Darin","Things"
"265",65,"1962",FALSE,0.479,0.473,9,-11.21,1,0.0804,0.697,0,0.208,0.8,176.346,178782,4,"Gene Pitney","The Man Who Shot Liberty Valance"
"266",66,"1962",FALSE,0.366,0.242,1,-11.156,1,0.0286,0.575,0,0.611,0.24,95.33,171333,3,"The Duprees","You Belong To Me - Re-Recording"
"267",67,"1962",FALSE,0.41,0.501,5,-9.697,1,0.0336,0.515,1.9e-05,0.139,0.822,153.992,152200,4,"Roy Orbison","Dream Baby"
"268",68,"1962",FALSE,0.674,0.246,10,-15.085,1,0.108,0.657,1.51e-05,0.114,0.633,107.014,178227,4,"Joe Henderson","Snap Your Fingers"
"269",69,"1962",FALSE,0.318,0.581,9,-11.712,0,0.0646,0.751,2.36e-06,0.231,0.733,145.07,141533,4,"Dion","Lovers Who Wander"
"270",70,"1962",FALSE,0.751,0.83,1,-6.215,1,0.0951,0.212,7.94e-06,0.0584,0.934,76.489,149627,4,"Chris Montez","Let's Dance"
"271",71,"1962",FALSE,0.61,0.316,7,-12.6,1,0.0335,0.755,0.000218,0.121,0.726,110,128453,4,"Johnny Crawford","Cindy's Birthday"
"272",72,"1962",FALSE,0.747,0.428,11,-13.444,0,0.0448,0.57,0,0.119,0.96,113.513,167227,4,"Mary Wells","You Beat Me to the Punch"
"273",73,"1962",FALSE,0.689,0.356,2,-11.451,0,0.0281,0.596,1.28e-06,0.232,0.557,101.467,156573,3,"Barbara Lynn","You'll Lose A Good Thing"
"274",74,"1962",FALSE,0.659,0.717,0,-7.833,1,0.03,0.402,0.000706,0.174,0.789,112.592,141227,4,"The Crystals","Uptown"
"275",75,"1962",FALSE,0.661,0.122,7,-14.186,1,0.0384,0.847,8.24e-06,0.328,0.492,107.022,151067,3,"Brenda Lee","Everybody Loves Me But You"
"276",76,"1962",FALSE,0.452,0.362,9,-8.205,1,0.0277,0.825,0,0.183,0.389,102.56,180000,3,"Dickey Lee","Patches"
"277",77,"1962",FALSE,0.493,0.645,1,-7.014,1,0.033,0.352,0.000205,0.233,0.768,111.464,144893,4,"Jimmy Clanton","Venus in Blue Jeans"
"278",78,"1962",FALSE,0.633,0.611,4,-8.583,0,0.0451,0.495,0,0.41,0.783,110.409,139333,4,"Paul Anka","Love Me Warm And Tender"
"279",79,"1962",FALSE,0.697,0.443,1,-8.784,1,0.0303,0.22,0,0.133,0.709,117.951,147249,4,"Ricky Nelson","Teen Age Idol"
"280",80,"1962",FALSE,0.397,0.162,5,-13.326,1,0.0503,0.877,0,0.0835,0.558,182.437,190267,3,"Patsy Cline","She's Got You"
"281",81,"1962",FALSE,0.377,0.876,4,-11.396,1,0.0492,0.458,1.03e-06,0.203,0.733,177.889,183400,4,"Larry Finnegan","Dear One"
"282",82,"1962",FALSE,0.548,0.599,5,-8.751,1,0.0429,0.672,0,0.291,0.888,91.705,132227,4,"James Darren","Her Royal Majesty"
"283",83,"1962",FALSE,0.56,0.471,9,-8.785,1,0.0479,0.811,0,0.16,0.663,118.417,170841,4,"Walter Brennan","Old Rivers"
"284",84,"1962",FALSE,0.49,0.169,4,-19.454,1,0.0385,0.971,1.79e-06,0.204,0.542,147.005,161226,4,"Burl Ives","Funny Way Of Laughin'"
"285",85,"1962",FALSE,0.536,0.409,4,-15.727,1,0.0978,0.773,0.955,0.0984,0.763,76.611,133773,4,"Billy Vaughn","A Swingin' Safari"
"286",86,"1962",FALSE,0.564,0.23,2,-21.266,1,0.0782,0.766,0.984,0.16,0.634,137.974,150000,4,"Billy Vaughn","A Swingin' Safari"
"287",87,"1962",FALSE,0.447,0.409,7,-9.687,1,0.0272,0.732,0,0.0813,0.51,102.272,136907,3,"Dick & DeeDee","Tell Me"
"288",88,"1962",FALSE,0.801,0.365,1,-19.518,1,0.268,0.247,0,0.0397,0.695,92.122,199867,4,"Jimmy Dean","P.T. 109"
"289",89,"1962",FALSE,0.327,0.611,11,-9.808,0,0.0777,0.519,0,0.231,0.362,135.151,163320,4,"Dion","Little Diane"
"290",90,"1962",FALSE,0.708,0.56,6,-12.042,1,0.248,0.702,0.567,0.0921,0.683,148.534,132400,4,"Billy Joe","Percolator Twist"
"291",91,"1962",FALSE,0.54,0.914,2,-2.036,0,0.0979,0.523,0.00131,0.389,0.627,91.597,161507,4,"Gary U.S. Bonds","Twist, Twist Senora!"
"292",92,"1962",FALSE,0.492,0.816,7,-8.273,1,0.155,0.714,0,0.105,0.793,141.212,177293,4,"Jimmy Soul","Twistin' Matilda (and the Channel)"
"293",93,"1962",FALSE,0.722,0.85,2,-4.364,1,0.0298,0.682,0,0.304,0.973,130.738,124600,4,"Dee Dee Sharp","Gravy (For My Mashed Potatoes)"
"294",94,"1962",FALSE,0.383,0.415,5,-13.005,1,0.0358,0.432,0.209,0.116,0.538,74.008,356867,4,"Jimmy Smith","Walk On The Wild Side"
"295",95,"1962",FALSE,0.664,0.667,4,-13.067,1,0.0806,0.682,0.0966,0.162,0.724,123.88,170760,4,"King Curtis","Soul Twist"
"296",96,"1962",FALSE,0.594,0.438,0,-5.706,1,0.027,0.701,0,0.184,0.526,105.164,150160,4,"Bobby Rydell","I'll Never Dance Again"
"297",97,"1962",FALSE,0.593,0.447,4,-6.805,1,0.0313,0.707,0.000474,0.161,0.892,111.468,152107,4,"The Ikettes","I'm Blue"
"298",98,"1962",FALSE,0.605,0.125,10,-20.93,1,0.034,0.913,4.37e-06,0.205,0.611,130.907,184293,4,"The Kingston Trio","Where Have All The Flowers Gone? - 1990 Digital Remaster"
"299",99,"1962",FALSE,0.751,0.348,9,-10.542,1,0.0583,0.216,0,0.051,0.506,88.941,146893,4,"Eddie Hodges","(Girls Girls Girls Were) Made To Love"
"300",100,"1962",FALSE,0.264,0.368,7,-12.236,1,0.0318,0.456,1.07e-05,0.0686,0.569,79.731,178821,4,"Gene Pitney","Town Without Pity"
"301",1,"1963",FALSE,0.83,0.434,6,-15.476,1,0.0585,0.582,0.000263,0.119,0.922,131.944,114933,4,"Jimmy Gilmer","Sugar Shack - Re-Recording"
"302",2,"1963",FALSE,0.55,0.868,3,-5.472,1,0.0361,0.656,0,0.136,0.963,158.563,148627,4,"The Beach Boys","Surfin' U.S.A. - 2001 - Remaster"
"303",3,"1963",FALSE,0.232,0.216,10,-10.674,1,0.0314,0.936,4.93e-06,0.246,0.399,94.268,157573,3,"Skeeter Davis","The End of the World"
"304",4,"1963",FALSE,0.659,0.66,0,-8.337,1,0.0441,0.627,0.000217,0.136,0.681,116.634,146360,4,"The Cascades","Rhythm Of The Rain"
"305",5,"1963",FALSE,0.58,0.509,7,-7.922,1,0.0392,0.444,0,0.427,0.946,75.365,109667,4,"The Chiffons","He's So Fine - Re-Recording"
"306",6,"1963",FALSE,0.376,0.246,10,-9.803,1,0.0286,0.862,0,0.155,0.295,80.167,168093,1,"Bobby Vinton","Blue Velvet"
"307",7,"1963",FALSE,0.368,0.286,7,-11.807,1,0.0331,0.854,0.193,0.192,0.313,108.445,146987,3,"Paul & Paula","Hey Paula - Re-Recording"
"308",8,"1963",FALSE,0.478,0.767,7,-8.069,0,0.342,0.38,0.106,0.671,0.473,139.758,413467,4,"Stevie Wonder","Fingertips Pts. 1 & 2 - Live At The Regal Theater, Chicago/1962"
"309",9,"1963",FALSE,0.802,0.356,4,-10.273,0,0.0414,0.552,0.148,0.31,0.779,119.966,164040,4,"The Village Stompers","Washington Square"
"310",10,"1963",FALSE,0.651,0.356,1,-15.299,1,0.16,0.224,0,0.264,0.678,82.139,167973,3,"The Impressions","It's All Right"
"311",11,"1963",FALSE,0.413,0.164,0,-14.579,1,0.0378,0.914,1.4e-05,0.0883,0.804,183.178,142000,4,"Andy Williams","Can't Get Used to Losing You - Single Version"
"312",12,"1963",FALSE,0.679,0.871,3,-6.041,1,0.159,0.691,0,0.0883,0.965,135.111,136800,4,"The Angels","My Boyfriend's Back"
"313",13,"1963",FALSE,0.415,0.359,7,-11.094,1,0.0334,0.707,6.53e-05,0.319,0.408,146.029,189520,4,"Kyu Sakamoto","Sukiyaki - Original Hit Version"
"314",14,"1963",FALSE,0.583,0.575,3,-8.569,1,0.0314,0.735,1.39e-06,0.347,0.726,123.077,116493,4,"Lesley Gore","She's A Fool"
"315",15,"1963",FALSE,0.433,0.426,10,-15.07,1,0.113,0.808,0,0.702,0.618,78.971,139613,4,"The Tymes","So Much In Love - Re-Recording"
"316",16,"1963",FALSE,0.581,0.143,9,-16.273,1,0.0401,0.65,0,0.104,0.469,144.605,208560,4,"Peter, Paul and Mary","Puff, The Magic Dragon - Remastered"
"317",17,"1963",FALSE,0.328,0.108,5,-16.426,1,0.0368,0.75,0,0.113,0.56,40.12,176693,4,"Peter, Paul and Mary","Blowin' in the Wind - Remastered Version"
"318",18,"1963",FALSE,0.554,0.255,11,-14.279,1,0.026,0.612,0.000137,0.11,0.675,104.868,139013,3,"Dale & Grace","I'm Leaving It Up To You - Re-Recording"
"319",19,"1963",FALSE,0.496,0.299,5,-12.464,1,0.0303,0.896,1.53e-05,0.132,0.555,130.633,162133,3,"Nino Tempo & April Stevens","Deep Purple"
"320",20,"1963",FALSE,0.267,0.767,4,-9.138,0,0.0464,0.00185,0.818,0.323,0.546,153.974,154867,4,"The Surfaris","Wipeout"
"321",21,"1963",FALSE,0.309,0.197,8,-13.156,1,0.0292,0.582,0.00412,0.145,0.294,88.728,163227,4,"Al Martino","I Love You Because"
"322",22,"1963",FALSE,0.568,0.81,2,-5.658,1,0.0581,0.609,0.554,0.117,0.654,124.953,138627,4,"The Rockin' Rebels","Wild Weekend"
"323",23,"1963",FALSE,0.433,0.208,2,-12.817,1,0.0304,0.763,0,0.34,0.418,74.898,146533,4,"Bobby Darin","You're The Reason I'm Living - 2004 Digital Remaster"
"324",24,"1963",FALSE,0.694,0.719,3,-7.715,1,0.0368,0.564,2.23e-06,0.0806,0.943,118.13,137533,4,"Frankie Valli & The Four Seasons","Walk Like A Man"
"325",25,"1963",FALSE,0.853,0.411,6,-12.31,1,0.0392,0.436,0,0.618,0.95,118.336,159440,4,"Inez Foxx And Charlie Foxx","Mockingbird"
"326",26,"1963",FALSE,0.64,0.502,0,-8.452,1,0.0351,0.756,1.49e-06,0.56,0.88,122.93,151933,4,"Little Peggy March","I Will Follow Him"
"327",27,"1963",FALSE,0.404,0.84,9,-8.582,0,0.0312,0.411,0.944,0.331,0.578,153.939,129813,4,"The Chantays","Pipeline"
"328",28,"1963",FALSE,0.473,0.825,8,-10.439,1,0.0303,0.334,0.000875,0.0784,0.977,148.707,148080,4,"Jan & Dean","Surf City - Re-Recording"
"329",29,"1963",FALSE,0.797,0.542,9,-8.966,1,0.045,0.581,0.0105,0.126,0.962,133.704,134453,4,"Lesley Gore","It's My Party - Re-Recording"
"330",30,"1963",FALSE,0.688,0.54,1,-9.542,1,0.0349,0.406,1.08e-06,0.277,0.946,80.745,152332,4,"Eydie Gormé","Blame It On The Bossa Nova"
"331",31,"1963",FALSE,0.437,0.877,5,-5.562,1,0.265,0.144,0,0.353,0.963,163.034,139187,4,"The Dovells","You Can't Sit Down"
"332",32,"1963",FALSE,0.384,0.526,0,-14.631,0,0.0339,0.685,0.0967,0.278,0.897,166.178,164173,4,"Martha Reeves & The Vandellas","(Love Is Like A) Heat Wave - Single Version"
"333",33,"1963",FALSE,0.547,0.678,5,-9.841,0,0.0416,0.432,0,0.114,0.895,125.883,118413,4,"Randy & The Rainbows","Denise - Original Hit Version"
"334",34,"1963",FALSE,0.681,0.66,3,-10.426,1,0.0319,0.791,0.0364,0.0669,0.966,130.019,157267,4,"The Rooftop Singers","Walk Right In"
"335",35,"1963",FALSE,0.678,0.781,10,-8.033,1,0.0613,0.899,0.0503,0.401,0.939,92.917,134359,4,"Jimmy Soul","If You Wanna Be Happy"
